iter	R2	RMSE
0	-1.759774573	0.3231520901
1	-1.52672524	0.309206898
2	-1.31918587	0.2962360736
3	-1.123249612	0.2834462341
4	-0.9478406045	0.2714856457
5	-0.7902704187	0.2602732185
6	-0.651755022	0.2500017119
7	-0.5208528221	0.2398908916
8	-0.4033256724	0.2304355075
9	-0.2944876349	0.2213192133
10	-0.1990285918	0.2130026146
11	-0.1123846306	0.2051623451
12	-0.03163190284	0.197575253
13	0.03578154063	0.1910107832
14	0.09757442072	0.1847888927
15	0.1591634709	0.1783716994
16	0.2155866535	0.1722830898
17	0.2631347044	0.1669799075
18	0.3108846671	0.161479026
19	0.3522114429	0.1565621587
20	0.3905834824	0.1518543633
21	0.4260301569	0.1473719066
22	0.4525779781	0.1439233625
23	0.4815158199	0.1400676749
24	0.5091255659	0.1362872949
25	0.5328825521	0.1329484289
26	0.5537260513	0.1299483988
27	0.5718226252	0.1272864054
28	0.5914001887	0.1243424
29	0.6066986706	0.1219924271
30	0.621291154	0.1197079213
31	0.6374545296	0.1171254861
32	0.6521167628	0.1147326213
33	0.6645769737	0.112659184
34	0.6761219533	0.11070339
35	0.6872603046	0.1087831597
36	0.6964901872	0.1071658796
37	0.7029727011	0.1060152514
38	0.7092477917	0.104889418
39	0.7168682575	0.1035057426
40	0.7239225958	0.1022081661
41	0.7300044243	0.1010761028
42	0.7362819814	0.0998941525
43	0.7424811832	0.09871306772
44	0.7478808578	0.09767267342
45	0.7527887288	0.09671732994
46	0.7574308522	0.09580494941
47	0.7621820917	0.09486203613
48	0.7663161125	0.09403392176
49	0.7697795672	0.09333447689
50	0.7741300871	0.09244839099
51	0.7775709899	0.09174150899
52	0.7806283704	0.09110881444
53	0.7830869798	0.09059682446
54	0.7856006927	0.09007035067
55	0.7874658191	0.08967771988
56	0.7900365942	0.08913370705
57	0.7924633352	0.08861710973
58	0.7944117409	0.08820014908
59	0.7959319696	0.08787344464
60	0.7967707841	0.08769265832
61	0.7982818881	0.08736603212
62	0.8001966843	0.08695038517
63	0.8018818003	0.0865829445
64	0.8031737627	0.08630017169
65	0.8046046226	0.08598591306
66	0.8054173215	0.08580690812
67	0.8069274897	0.08547328318
68	0.807512764	0.08534363427
69	0.8088230913	0.08505265637
70	0.810211993	0.08474313909
71	0.8111857437	0.0845254625
72	0.8128346233	0.08415558067
73	0.8142976315	0.0838260276
74	0.8149312254	0.08368290333
75	0.8156454483	0.08352127145
76	0.8165006564	0.08332732155
77	0.8173489314	0.08313449697
78	0.8180882803	0.08296606728
79	0.8187078044	0.08282467091
80	0.8193509013	0.08267763864
81	0.81973737	0.08258915375
82	0.8206589685	0.08237776337
83	0.8209739371	0.0823053934
84	0.8215458577	0.08217382092
85	0.8220857025	0.08204943403
86	0.8225968259	0.08193149088
87	0.8233046994	0.08176786611
88	0.8239926407	0.08160853435
89	0.8248080055	0.08141928666
90	0.8253014999	0.08130453173
91	0.8257431974	0.08120168386
92	0.8261285226	0.0811118556
93	0.8265660124	0.0810097458
94	0.8269385285	0.08092269926
95	0.8273383523	0.08082916738
96	0.827739383	0.08073524431
97	0.8284764639	0.08056233131
98	0.8289780882	0.08044444193
99	0.8298221711	0.08024567861
100	0.8303986503	0.08010964675
101	0.8310048048	0.07996636286
102	0.8316192882	0.0798208476
103	0.8317416714	0.07979183447
104	0.8320426724	0.07972043184
105	0.832212025	0.07968023037
106	0.8324807397	0.07961640032
107	0.8328067926	0.07953888147
108	0.8330969154	0.07946984139
109	0.8332439358	0.07943483227
110	0.83376898	0.07930968035
111	0.8341166225	0.07922670593
112	0.8343714297	0.07916583396
113	0.8348302163	0.07905611435
114	0.8352212339	0.07896248144
115	0.8356446935	0.07886095463
116	0.8357646141	0.07883217923
117	0.835959871	0.07878530412
118	0.8361275352	0.07874503088
119	0.8363664844	0.07868759926
120	0.8370362488	0.07852639696
121	0.837376688	0.07844433135
122	0.8381009004	0.07826946791
123	0.8384587281	0.07818292489
124	0.8389939916	0.07805328869
125	0.8392677068	0.07798691396
126	0.8397604568	0.07786728166
127	0.8404893859	0.07768997078
128	0.8407607067	0.077623869
129	0.840824806	0.07760824427
130	0.8413891562	0.07747054344
131	0.8415036593	0.07744257492
132	0.8416405227	0.07740913144
133	0.8417265465	0.07738810352
134	0.8419367317	0.07733670123
135	0.8422976686	0.07724835172
136	0.8425646379	0.07718293839
137	0.8426514817	0.0771616478
138	0.8437183809	0.07689960617
139	0.844207705	0.07677912389
140	0.8443961097	0.07673268409
141	0.8445946675	0.07668371122
142	0.8449908736	0.07658589623
143	0.8456427442	0.07642469059
144	0.8460647195	0.07632015582
145	0.8466120396	0.07618435604
146	0.8468043157	0.07613659145
147	0.8471154457	0.07605923804
148	0.847451465	0.07597560818
149	0.8476749468	0.07591993609
150	0.8480100981	0.07583636915
151	0.8480146509	0.07583523332
152	0.8483421097	0.07575349418
153	0.8484409518	0.07572880422
154	0.848772925	0.07564582102
155	0.8489445035	0.0756028959
156	0.8493530672	0.07550058412
157	0.8496510615	0.07542587339
158	0.8498614216	0.07537308902
159	0.8501364903	0.07530401189
160	0.8507578008	0.07514775049
161	0.8511430273	0.0750507015
162	0.8513752569	0.07499213588
163	0.8515812219	0.07494015562
164	0.8518935488	0.07486126346
165	0.8519121865	0.07485655303
166	0.8524087495	0.07473094443
167	0.8527926481	0.0746336901
168	0.8534671151	0.07446251742
169	0.8536198127	0.07442370969
170	0.8539042735	0.07435136068
171	0.8543474992	0.07423849131
172	0.8546112522	0.07417124394
173	0.8547705502	0.07413059922
174	0.8553145376	0.07399163311
175	0.8559069316	0.07384000363
176	0.8564447454	0.0737020744
177	0.8567334321	0.0736279304
178	0.8573426157	0.07347122703
179	0.8575748474	0.07341140083
180	0.8580287349	0.07329433195
181	0.8585237159	0.07316645052
182	0.8587539097	0.07310690231
183	0.8590091409	0.07304082048
184	0.8592493086	0.0729785841
185	0.8594792835	0.07291893926
186	0.8598849058	0.07281362055
187	0.8602821799	0.07271032155
188	0.8605668089	0.07263622214
189	0.8609410383	0.07253868124
190	0.8611438671	0.07248576017
191	0.8614987147	0.07239308205
192	0.8619658054	0.07227090738
193	0.8624629497	0.07214064444
194	0.8626986148	0.07207881267
195	0.8631257341	0.0719666134
196	0.8634067777	0.07189269098
197	0.863732481	0.07180692663
198	0.8640330114	0.07172769983
199	0.8644347818	0.07162164693
200	0.8647594178	0.07153583988
201	0.8648138666	0.07152143803
202	0.8651621035	0.07142925969
203	0.8655624637	0.07132313712
204	0.8660286284	0.07119937257
205	0.8664205017	0.07109516536
206	0.8667703206	0.07100201208
207	0.8671713838	0.07089506235
208	0.8673993566	0.07083419788
209	0.8678215141	0.07072135141
210	0.8681721827	0.07062747748
211	0.8683291133	0.07058542675
212	0.8687033706	0.07048504045
213	0.8688030669	0.07045827496
214	0.8690292569	0.07039751199
215	0.8692859232	0.07032849839
216	0.8696121806	0.0702406749
217	0.8697291257	0.07020916833
218	0.8700452185	0.07012393788
219	0.8703261649	0.07004809716
220	0.8705127383	0.06999768677
221	0.870661184	0.06995755219
222	0.8708053782	0.069918545
223	0.8710723875	0.06984625655
224	0.8712411249	0.06980053502
225	0.8714647348	0.06973989892
226	0.871708013	0.06967386945
227	0.8719441835	0.0696097092
228	0.872119607	0.06956201373
229	0.8722597628	0.0695238836
230	0.8724775446	0.06946459338
231	0.8728082641	0.0693744594
232	0.8730580122	0.06930631562
233	0.8732578983	0.06925172838
234	0.8734732248	0.06919287631
235	0.8736078513	0.06915605535
236	0.8739197926	0.06907066255
237	0.8740814038	0.06902638053
238	0.8742562111	0.06897845074
239	0.8745617391	0.06889459901
240	0.8748410514	0.06881785275
241	0.8749075902	0.06879955736
242	0.8751116103	0.06874342997
243	0.8753253189	0.06868458803
244	0.8756031276	0.06860802149
245	0.8757721204	0.06856140375
246	0.8758033967	0.06855277251
247	0.8760614163	0.06848152596
248	0.8764052918	0.0683864568
249	0.8765364372	0.06835016499
250	0.8767789301	0.06828300924
251	0.8771290593	0.0681859281
252	0.8771991758	0.06816647014
253	0.877579869	0.06806072712
254	0.8778631255	0.06798194186
255	0.8781607329	0.06789906653
256	0.8782185054	0.06788296676
257	0.8786672053	0.0677577951
258	0.8790045474	0.06766353588
259	0.8790969268	0.06763770055
260	0.8793155076	0.06757653177
261	0.8795617126	0.06750756609
262	0.8797069984	0.06746683631
263	0.8802277989	0.06732063132
264	0.8804405407	0.06726081662
265	0.8806098927	0.06721316337
266	0.8808569708	0.06714357847
267	0.8809968026	0.06710416547
268	0.8811249441	0.0670680272
269	0.8813400454	0.0670073208
270	0.8816322049	0.06692477868
271	0.8819989393	0.06682102299
272	0.8820356425	0.06681063014
273	0.8822925388	0.06673784223
274	0.8826826838	0.06662714812
275	0.8829976534	0.06653764883
276	0.8831211107	0.06650253533
277	0.8833238299	0.06644483803
278	0.8836176781	0.06636111483
279	0.8838031011	0.06630822974
280	0.8839507489	0.06626608843
281	0.8840899719	0.06622632717
282	0.8843833658	0.06614245732
283	0.8845558233	0.06609310879
284	0.8848117375	0.06601981125
285	0.884974157	0.06597324971
286	0.8850334822	0.06595623447
287	0.8854025666	0.06585027761
288	0.8855741933	0.06580094884
289	0.8856449355	0.06578060542
290	0.8859334611	0.06569756853
291	0.8860002075	0.06567834417
292	0.8860628204	0.06566030519
293	0.8864716	0.06554241255
294	0.886564432	0.06551561009
295	0.8867909286	0.06545016997
296	0.886956137	0.06540239612
297	0.8871819224	0.06533704852
298	0.8874012664	0.06527350258
299	0.8877456565	0.06517360464
300	0.8880857456	0.06507480381
301	0.8883144742	0.06500827038
302	0.8883951321	0.06498479205
303	0.8886093216	0.06492240343
304	0.888778371	0.06487312078
305	0.8888579433	0.06484991024
306	0.8890870605	0.06478303234
307	0.8893272361	0.06471285235
308	0.8894520463	0.06467635241
309	0.8896659534	0.06461374864
310	0.890124498	0.06447934257
311	0.8901995098	0.06445732887
312	0.890383499	0.06440330166
313	0.8906308772	0.06433058919
314	0.8907242448	0.06430312407
315	0.8908395453	0.06426919093
316	0.8910337679	0.06421199033
317	0.8911014116	0.06419205657
318	0.8912830907	0.06413848736
319	0.8915165094	0.06406959668
320	0.8917793705	0.06399192763
321	0.8920030498	0.06392576152
322	0.8921740783	0.0638751237
323	0.8922725604	0.0638459471
324	0.8923626696	0.06381923935
325	0.8924863327	0.06378256828
326	0.8925771672	0.06375561877
327	0.8928650175	0.06367014166
328	0.8929407717	0.06364762738
329	0.8930259663	0.06362229788
330	0.8931480046	0.06358599667
331	0.893283948	0.06354553489
332	0.8934511041	0.06349574768
333	0.8934932586	0.06348318586
334	0.8935334268	0.06347121364
335	0.8937546797	0.06340522817
336	0.8939412041	0.06334954657
337	0.8941704544	0.06328104325
338	0.8943567309	0.06322532647
339	0.8943726051	0.06322057611
340	0.8946356024	0.06314182191
341	0.8948512828	0.0630771633
342	0.8950458565	0.06301877532
343	0.8951490066	0.06298779993
344	0.8952836845	0.06294733399
345	0.8955127617	0.06287844456
346	0.8956494583	0.06283730037
347	0.8958487757	0.0627772597
348	0.8961134623	0.06269743891
349	0.8962118463	0.06266774358
350	0.8964189678	0.06260518194
351	0.8964327759	0.06260100894
352	0.8966268054	0.06254234106
353	0.896807107	0.06248777466
354	0.8969425345	0.06244675758
355	0.8972503983	0.06235341417
356	0.8973869856	0.06231195649
357	0.8975670532	0.06225725927
358	0.8975941676	0.06224901887
359	0.8977430781	0.0622037436
360	0.8978023911	0.06218570067
361	0.8978616982	0.06216765433
362	0.8980246542	0.06211804198
363	0.89807783	0.06210184393
364	0.8981769549	0.06207163784
365	0.8983185999	0.06202844923
366	0.8983642736	0.06201451654
367	0.8984775293	0.06197995463
368	0.8985602886	0.061954687
369	0.8987006409	0.0619118118
370	0.8989697918	0.06182950772
371	0.8991717845	0.06176766799
372	0.8993110506	0.06172499585
373	0.8994380618	0.06168605294
374	0.8995652488	0.06164703149
375	0.8996406552	0.06162388486
376	0.8996764494	0.06161289448
377	0.8996976966	0.06160636972
378	0.8998069303	0.06157281453
379	0.9000476289	0.0614988104
380	0.9001386601	0.06147079914
381	0.9002356624	0.06144093645
382	0.9003371081	0.06140969029
383	0.9004636709	0.06137068553
384	0.9006566347	0.06131116926
385	0.9006629614	0.06130921693
386	0.9009732233	0.06121339774
387	0.9011088744	0.06117145699
388	0.9011836661	0.06114832051
389	0.9012467803	0.06112878964
390	0.9013470117	0.06109775987
391	0.9014724189	0.06105891391
392	0.9015795172	0.06102571974
393	0.9017034386	0.06098728884
394	0.9017527822	0.06097197951
395	0.9018574093	0.06093950519
396	0.9019521929	0.06091007119
397	0.9019821726	0.06090075836
398	0.9021075168	0.06086180625
399	0.9021613367	0.06084507348
400	0.902335548	0.06079087905
401	0.9024286157	0.06076190733
402	0.9024758531	0.06074719715
403	0.9025887234	0.06071203387
404	0.9028480076	0.06063117998
405	0.9029451196	0.06060086929
406	0.9031311681	0.06054275729
407	0.9031982348	0.0605217954
408	0.9034286707	0.06044971664
409	0.9035083496	0.06042477362
410	0.9037463661	0.06035020253
411	0.9039151459	0.06029726759
412	0.9041168163	0.06023395604
413	0.9042325834	0.06019758251
414	0.904322515	0.06016931124
415	0.9043820334	0.06015059346
416	0.9046419278	0.06006879167
417	0.904669433	0.06006012789
418	0.9048069373	0.06001679706
419	0.9050732086	0.05993279964
420	0.9052241831	0.05988512119
421	0.9053824098	0.05983511169
422	0.9054189168	0.05982356727
423	0.9054685184	0.05980787844
424	0.9056255429	0.05975818492
425	0.9057575564	0.05971637462
426	0.9059264096	0.05966285403
427	0.9060930272	0.05960999494
428	0.9062650984	0.05955535647
429	0.9064630164	0.05949244871
430	0.9066308771	0.05943904244
431	0.9068046003	0.05938372033
432	0.9068357874	0.05937378336
433	0.9070846114	0.05929444228
434	0.9073535356	0.05920857241
435	0.9074362749	0.05918212795
436	0.9075258018	0.05915350079
437	0.9075839145	0.05913491122
438	0.9076932137	0.05909993186
439	0.9077595272	0.05907869927
440	0.9078789067	0.05904045646
441	0.9079311334	0.05902371801
442	0.9079820565	0.05900739282
443	0.9081121288	0.05896567301
444	0.908161145	0.05894994373
445	0.9082443221	0.05892324265
446	0.9083392652	0.05889274969
447	0.9085197819	0.05883472938
448	0.9086495308	0.05879299115
449	0.9086996985	0.05877684499
450	0.9087850712	0.05874935819
451	0.9089615798	0.05869248818
452	0.9091157616	0.05864276658
453	0.909151897	0.0586311073
454	0.9092657981	0.05859434131
455	0.9093564543	0.05856506201
456	0.9094060756	0.05854902956
457	0.909423969	0.05854324722
458	0.9094888699	0.05852226932
459	0.90953017	0.05850891598
460	0.9097726064	0.05843046878
