price,latitude,longitude,sq_meters_built,rooms,bathrooms,balcony,terrace,exterior,orientation,rooftop,elevator,pool,ac,heating,neighborhood,dist_city_center,garage,property_type,garden,dist_closest_station,property_age_cat,floor_cat,neighborhood_rent_index_cluster,rooms_per_100_sqm,bathrooms_per_100_sqm
650,41.4218047,2.155066,60,2,1,0,0,1,Unknown,0,1,0,0,Unknown,El Carmel,3.96960814,0,piso,0,0.307075366,Unknown,Unknown,11.5 - 15,3.3333333333333335,1.6666666666666667
825,41.3831815,2.1795641,50,1,1,0,0,1,Unknown,0,1,0,1,bomba,Sant Pere - Santa Caterina i la Ribera,0.960837775,0,piso,0,0.135905034,+111,0 - 5,+15,2.0,2.0
670,41.3977457,2.1560635,30,1,1,0,0,1,Unknown,0,0,0,1,Unknown,Vila de Gràcia,1.592549884,0,piso,0,0.431909467,Unknown,0 - 5,+15,3.3333333333333335,3.3333333333333335
950,41.3893453,2.179712,76,0,1,0,0,1, sur,0,1,0,0,Unknown,Sant Pere - Santa Caterina i la Ribera,0.832799481,0,estudio,0,0.354122316,+111,Unknown,+15,0.0,1.3157894736842106
620,41.392351,2.1400173,31,0,1,0,0,1,Unknown,0,1,0,0,Unknown,Les Corts,2.543942559,0,estudio,0,0.993746214,Unknown,0 - 5,11.5 - 15,0.0,3.225806451612903
911,41.4219262,2.1837275,92,4,1,1,0,1, sur,0,1,0,1,individual,La Sagrera,3.956151042,0,piso,0,0.270727543,Unknown,0 - 5,11.5 - 15,4.3478260869565215,1.0869565217391304
795,41.3715305,2.1388739,68,3,1,1,0,1, este,0,1,0,1,Unknown,La Bordeta,3.166889501,0,piso,0,0.474711792,Unknown,0 - 5,11.5 - 15,4.411764705882353,1.4705882352941178
800,41.4096361,2.1817011,75,3,1,1,0,1,Unknown,0,0,0,0,Unknown,El Camp de l'Arpa del Clot,2.609888828,0,piso,0,0.279677974,+111,0 - 5,11.5 - 15,4.0,1.3333333333333333
890,41.382227,2.133106,65,3,1,1,0,1, este,0,1,0,0,Unknown,Les Corts,3.136403104,0,piso,0,0.234295578,71 - 111,0 - 5,11.5 - 15,4.615384615384615,1.5384615384615385
850,41.4039526,2.1767641,70,2,1,1,0,1,Unknown,0,0,0,0,electric,La Sagrada Família,1.87462873,0,piso,0,0.196661231,+111,0 - 5,11.5 - 15,2.857142857142857,1.4285714285714286
