price,latitude,longitude,sq_meters_built,rooms,bathrooms,balcony,terrace,exterior,orientation,rooftop,elevator,pool,ac,heating,neighborhood,dist_city_center,garage,property_type,garden,dist_closest_station,property_age_cat,floor_cat,neighborhood_rent_index_cluster,rooms_per_100_sqm,bathrooms_per_100_sqm
320000,41.4064173,2.1547897,86,4,1,0,0,1,Unknown,0,1,0,0,Unknown,Vila de Gràcia,2.415789744,0,piso,0,0.373350087,Unknown,Unknown,3371 - 5042,4.651162790697675,1.1627906976744187
105000,41.3812831,2.1901766,30,1,1,0,0,0,Unknown,0,1,0,0,Unknown,La Barceloneta,1.843772449,0,piso,0,0.453641422,40 - 70,0 - 4,3371 - 5042,3.3333333333333335,3.3333333333333335
210000,41.4139464,2.1764804,50,2,1,1,0,1, sur,0,0,0,0,Unknown,El Guinardó,2.94838962,0,piso,0,0.305714502,40 - 70,0 - 4,2337 - 3371,4.0,2.0
180000,41.3747235,2.1372126,70,1,1,0,0,1,Unknown,0,0,0,1,Unknown,Sants-Montjuïc,3.098289836,0,piso,0,0.16359231,Unknown,0 - 4,2337 - 3371,1.4285714285714286,1.4285714285714286
410000,41.3877382,2.1447854,104,3,2,1,0,0,Unknown,0,1,0,0,gas,La Nova Esquerra de l'Eixample,2.097568755,0,piso,0,0.37045495,40 - 70,Unknown,3371 - 5042,2.8846153846153846,1.9230769230769231
349000,41.3934009,2.1469519,60,2,1,0,0,1, sur,0,1,0,0,Unknown,Sant Gervasi - Galvany,2.011910197,0,piso,0,0.63479305,40 - 70,Unknown,+5042,3.3333333333333335,1.6666666666666667
740000,41.4036485,2.1482316,172,5,3,1,0,0,Unknown,0,1,0,0,bomba,Sarrià-Sant Gervasi,2.518614214,1,piso,0,0.294890723,40 - 70,Unknown,+5042,2.9069767441860463,1.744186046511628
95000,41.3841464,2.1645913,36,1,1,1,0,1,Unknown,0,0,0,0,Unknown,Ciutat Vella,0.609974994,0,piso,0,0.166387654,120 - 150,Unknown,3371 - 5042,2.7777777777777777,2.7777777777777777
420000,41.411498,2.1844085,80,4,1,1,0,1, norte,0,1,0,1,gas,El Camp de l'Arpa del Clot,2.88979254,0,piso,0,0.240800554,40 - 70,0 - 4,2337 - 3371,5.0,1.25
177500,41.4274306,2.1569043,64,3,1,0,0,0,Unknown,0,0,0,0,Unknown,Horta Guinardó,4.529071088,0,piso,0,0.351501749,Unknown,Unknown,0 - 2337,4.6875,1.5625
499000,41.3856148,2.1318389,105,2,2,0,0,1,Unknown,0,1,0,1,gas,Les Corts,3.188082577,0,piso,0,0.184880028,70 - 120,Unknown,3371 - 5042,1.9047619047619047,1.9047619047619047
410000,41.4001553,2.1770231,80,2,1,1,1,1, sur,0,1,0,1,individual,La Sagrada Família,1.486433449,0,piso,0,0.207546786,0 - 40,0 - 4,3371 - 5042,2.5,1.25
540000,41.3766835,2.1306534,242,3,3,1,0,0, este,0,0,0,1,Unknown,Sants,3.506544208,1,chalet_independiente,0,0.297808691,70 - 120,Unknown,2337 - 3371,1.2396694214876034,1.2396694214876034
119000,41.4467673,2.1719928,51,2,1,0,0,1,Unknown,0,0,0,1,Unknown,Nou Barris,6.550082277,0,piso,0,0.356656165,40 - 70,0 - 4,0 - 2337,3.9215686274509802,1.9607843137254901
335000,41.3737815,2.1450261,111,3,2,0,1,1,Unknown,0,1,0,0,Unknown,Sants-Montjuïc,2.604359646,0,piso,0,0.218586164,70 - 120,5 - 11,2337 - 3371,2.7027027027027026,1.8018018018018018
275000,41.3879544,2.1541797,75,3,1,1,1,1, sur,0,1,0,1,gas,L'Antiga Esquerra de l'Eixample,1.313545538,0,piso,0,0.268598235,70 - 120,0 - 4,3371 - 5042,4.0,1.3333333333333333
319000,41.3735173,2.1568991,85,3,2,0,0,1, este,0,1,0,1,bomba,El Poble Sec - Parc de Montjuïc,1.933977349,0,piso,0,0.324107734,40 - 70,0 - 4,3371 - 5042,3.5294117647058822,2.3529411764705883
129000,41.3780158,2.1681327,30,1,1,0,0,1, este,0,0,0,1,gas,El Raval,1.109490449,0,piso,0,0.389285262,120 - 150,0 - 4,2337 - 3371,3.3333333333333335,3.3333333333333335
970000,41.38376,2.1813391,131,3,2,0,0,1,Unknown,0,1,0,1,Unknown,Ciutat Vella,1.058385512,0,piso,0,0.237827659,Unknown,0 - 4,3371 - 5042,2.2900763358778624,1.5267175572519085
119000,41.4068177,2.1841951,46,1,1,0,0,0,Unknown,0,1,0,0,Unknown,El Clot,2.417933029,0,piso,0,0.133095423,70 - 120,Unknown,3371 - 5042,2.1739130434782608,2.1739130434782608
220000,41.3762373,2.1669573,52,1,1,1,0,1, norte,0,1,0,1,gas,Ciutat Vella,1.320594454,0,piso,0,0.252667805,120 - 150,0 - 4,3371 - 5042,1.9230769230769231,1.9230769230769231
125000,41.4323267,2.1681445,60,3,1,0,0,1, sur,0,1,0,0,Unknown,Can Peguera - El Turó de la Peira,4.943793686,0,piso,0,0.21165429,40 - 70,0 - 4,0 - 2337,5.0,1.6666666666666667
950000,41.3855357,2.1453613,143,2,2,0,1,0,Unknown,1,1,0,1,Unknown,Eixample,2.066270705,0,atico,0,0.120810837,40 - 70,Unknown,+5042,1.3986013986013985,1.3986013986013985
450000,41.3844602,2.1407079,100,2,1,1,0,1,Unknown,0,1,0,0,gas,Les Corts,2.467663791,0,piso,0,0.401553191,40 - 70,0 - 4,3371 - 5042,2.0,1.0
585000,41.4016657,2.2010388,139,2,2,1,1,1,Unknown,0,0,0,1,Unknown,Sant Martí,3.014424728,0,piso,0,0.299805262,70 - 120,0 - 4,0 - 2337,1.4388489208633093,1.4388489208633093
300000,41.3925682,2.1524609,53,1,1,1,0,1,Unknown,0,1,0,1,bomba,L'Antiga Esquerra de l'Eixample,1.546677811,0,piso,0,0.455317888,Unknown,0 - 4,3371 - 5042,1.8867924528301887,1.8867924528301887
149000,41.3807216,2.1890966,36,1,1,1,0,1,Unknown,0,0,0,0,Unknown,La Barceloneta,1.788503312,0,piso,0,0.37955342,120 - 150,0 - 4,3371 - 5042,2.7777777777777777,2.7777777777777777
340000,41.3824393,2.1378281,140,2,2,0,1,1,Unknown,0,1,0,1,Unknown,Sants,2.746202296,0,piso,0,0.172183954,120 - 150,Unknown,2337 - 3371,1.4285714285714286,1.4285714285714286
125000,41.4238692,2.1485515,52,2,1,0,1,0,Unknown,1,0,0,0,Unknown,Horta Guinardó,4.380051707,0,atico,0,0.214243915,40 - 70,Unknown,0 - 2337,3.8461538461538463,1.9230769230769231
140000,41.4157664,2.2111531,59,3,1,0,0,1, oeste,0,1,0,0,Unknown,El Besòs,4.630569265,0,piso,0,0.417758362,40 - 70,5 - 11,2337 - 3371,5.084745762711864,1.694915254237288
99000,41.3817286,2.1674692,31,0,1,0,0,1,Unknown,0,0,0,1,bomba,Ciutat Vella,0.71626632,0,estudio,0,0.411074686,120 - 150,0 - 4,3371 - 5042,0.0,3.225806451612903
1250000,41.3925168,2.1283545,165,5,4,0,1,1, este,0,1,0,1,individual,Pedralbes,3.506337102,0,piso,0,0.564960428,40 - 70,5 - 11,+5042,3.0303030303030303,2.4242424242424243
739000,41.4127224,2.1813558,251,4,3,1,1,0,Unknown,0,0,0,1,Unknown,El Camp de l'Arpa del Clot,2.921207531,1,chalet_adosado,0,0.260234568,0 - 40,0 - 4,2337 - 3371,1.593625498007968,1.1952191235059761
111000,41.445361,2.1820104,66,3,1,0,0,0, norte,0,0,0,0,Unknown,La Prosperitat,6.470454373,0,piso,0,0.340804433,40 - 70,Unknown,0 - 2337,4.545454545454546,1.5151515151515151
319000,41.3789007,2.1577772,80,3,1,1,0,1,Unknown,1,1,0,1,bomba,Sant Antoni,1.424409163,0,atico,0,0.270826492,70 - 120,5 - 11,3371 - 5042,3.75,1.25
259000,41.3698105,2.1412789,65,3,1,1,0,1, sur,1,1,0,1,gas,La Bordeta,3.124534605,0,atico,0,0.628307357,Unknown,5 - 11,2337 - 3371,4.615384615384615,1.5384615384615385
133000,41.423229,2.2100671,76,3,1,0,0,1,Unknown,0,1,0,0,gas,Sant Martí,5.163368709,0,piso,0,0.34938332,40 - 70,0 - 4,0 - 2337,3.9473684210526314,1.3157894736842106
1850000,41.4080896,2.2166859,193,4,2,1,1,1,Unknown,0,1,1,1,Unknown,Sant Martí,4.502096032,0,piso,0,0.400160742,0 - 40,Unknown,0 - 2337,2.0725388601036268,1.0362694300518134
360000,41.3858336,2.1573184,75,2,1,0,0,1, sur,0,1,0,0,individual,L'Antiga Esquerra de l'Eixample,1.076448287,0,piso,0,0.394655735,120 - 150,0 - 4,3371 - 5042,2.6666666666666665,1.3333333333333333
