iter	Passed	Remaining
0	21	21759
1	33	16500
2	37	12342
3	43	10755
4	56	11330
5	73	12181
6	128	18224
7	139	17309
8	148	16395
9	163	16146
10	169	15219
11	172	14188
12	182	13859
13	189	13334
14	200	13149
15	216	13298
16	221	12811
17	226	12371
18	235	12144
19	237	11647
20	244	11383
21	247	10988
22	252	10722
23	257	10462
24	260	10149
25	265	9936
26	267	9633
27	269	9363
28	274	9190
29	277	8968
30	282	8843
31	286	8654
32	290	8501
33	291	8271
34	294	8126
35	298	7981
36	302	7879
37	306	7758
38	310	7645
39	316	7588
40	320	7489
41	325	7431
42	329	7324
43	333	7235
44	335	7115
45	338	7021
46	341	6923
47	347	6894
48	351	6818
49	356	6768
50	358	6676
51	361	6587
52	364	6520
53	368	6455
54	372	6399
55	375	6325
56	377	6252
57	382	6212
58	385	6155
59	389	6106
60	393	6049
61	397	6012
62	401	5978
63	404	5909
64	410	5904
65	415	5878
66	418	5821
67	420	5769
68	424	5728
69	427	5685
70	431	5642
71	434	5606
72	439	5584
73	442	5536
74	445	5498
75	448	5451
76	451	5412
77	454	5375
78	457	5335
79	461	5305
80	465	5282
81	468	5242
82	471	5210
83	473	5167
84	477	5137
85	480	5102
86	483	5076
87	487	5051
88	489	5013
89	493	4990
90	497	4966
91	502	4959
92	504	4923
93	510	4918
94	513	4895
95	517	4869
96	520	4842
97	523	4821
98	526	4793
99	535	4815
100	538	4789
101	542	4773
102	546	4760
103	549	4737
104	553	4720
105	558	4707
106	561	4683
107	565	4668
108	569	4656
109	573	4642
110	581	4656
111	584	4637
112	589	4624
113	591	4596
114	594	4571
115	596	4546
116	599	4523
117	601	4497
118	605	4484
119	609	4472
120	613	4458
121	616	4436
122	620	4424
123	623	4402
124	624	4370
125	628	4358
126	630	4336
127	634	4323
128	636	4296
129	637	4268
130	640	4247
131	642	4227
132	646	4214
133	652	4215
134	662	4243
135	664	4224
136	668	4212
137	671	4197
138	675	4185
139	680	4178
140	684	4170
141	688	4159
142	691	4143
143	694	4128
144	699	4127
145	704	4120
146	708	4112
147	711	4097
148	715	4089
149	720	4082
150	724	4072
151	729	4068
152	733	4060
153	737	4052
154	740	4038
155	743	4023
156	747	4012
157	750	3999
158	756	4000
159	760	3993
160	765	3987
161	767	3970
162	772	3966
163	776	3959
164	780	3950
165	783	3938
166	788	3930
167	792	3925
168	797	3923
169	800	3910
170	805	3907
171	808	3893
172	812	3886
173	817	3881
174	820	3869
175	824	3858
176	829	3856
177	834	3855
178	839	3851
179	843	3842
180	848	3838
181	856	3848
182	858	3834
183	863	3830
184	869	3831
185	873	3823
186	878	3821
187	883	3814
188	886	3805
189	890	3797
190	894	3788
191	901	3794
192	906	3789
193	910	3783
194	915	3777
195	919	3770
196	922	3760
197	924	3745
198	927	3734
199	931	3724
200	936	3724
201	943	3726
202	947	3720
203	951	3713
204	954	3700
205	956	3686
206	959	3677
207	963	3669
208	966	3657
209	971	3653
210	974	3642
211	977	3634
212	980	3623
213	983	3612
214	987	3604
215	990	3594
216	993	3584
217	996	3575
218	999	3564
219	1003	3558
220	1005	3545
221	1010	3541
222	1013	3531
223	1018	3527
224	1020	3515
225	1024	3509
226	1027	3499
227	1032	3495
228	1035	3487
229	1039	3479
230	1043	3473
231	1046	3463
232	1049	3455
233	1052	3444
234	1056	3437
235	1060	3434
236	1064	3426
237	1068	3419
238	1072	3413
239	1075	3405
240	1079	3399
241	1082	3391
242	1086	3384
243	1090	3377
244	1093	3369
245	1096	3359
246	1101	3359
247	1117	3387
248	1160	3499
249	1166	3498
250	1172	3499
251	1179	3499
252	1250	3692
253	1274	3743
254	1278	3733
255	1281	3724
256	1284	3714
257	1289	3707
258	1292	3698
259	1296	3690
260	1300	3682
261	1302	3670
262	1306	3660
263	1309	3651
264	1313	3642
265	1315	3629
266	1320	3624
267	1323	3615
268	1327	3607
269	1331	3600
270	1334	3590
271	1338	3582
272	1342	3575
273	1345	3564
274	1348	3554
275	1355	3555
276	1360	3550
277	1363	3540
278	1366	3532
279	1370	3523
280	1376	3521
281	1380	3514
282	1385	3511
283	1389	3502
284	1392	3492
285	1395	3484
286	1402	3483
287	1408	3481
288	1410	3469
289	1413	3460
290	1415	3449
291	1418	3439
292	1422	3433
293	1424	3420
294	1429	3415
295	1432	3406
296	1437	3403
297	1440	3394
298	1443	3383
299	1448	3379
300	1452	3373
301	1454	3362
302	1459	3356
303	1462	3348
304	1465	3339
305	1468	3331
306	1471	3321
307	1475	3314
308	1480	3310
309	1484	3303
310	1486	3293
311	1491	3288
312	1495	3281
313	1498	3274
314	1501	3266
315	1504	3256
316	1508	3250
317	1511	3241
318	1514	3233
319	1517	3224
320	1520	3216
321	1523	3207
322	1525	3198
323	1529	3190
324	1533	3184
325	1535	3175
326	1538	3166
327	1542	3159
328	1545	3152
329	1550	3147
330	1554	3141
331	1557	3132
332	1560	3125
333	1562	3116
334	1565	3107
335	1569	3102
336	1573	3095
337	1576	3088
338	1580	3082
339	1583	3074
340	1586	3066
341	1591	3062
342	1595	3055
343	1597	3046
344	1600	3038
345	1604	3032
346	1609	3029
347	1613	3023
348	1617	3018
349	1622	3012
350	1626	3007
351	1628	2998
352	1633	2993
353	1636	2987
354	1639	2978
355	1642	2971
356	1646	2966
357	1651	2960
358	1654	2953
359	1657	2947
360	1661	2941
361	1665	2935
