iter	Passed	Remaining
0	9	9442
1	12	6008
2	16	5317
3	21	5313
4	25	5140
5	30	5056
6	38	5477
7	44	5498
8	46	5127
9	50	5010
10	54	4879
11	59	4936
12	62	4723
13	67	4735
14	69	4591
15	72	4459
16	76	4451
17	82	4494
18	87	4520
19	91	4494
20	98	4604
21	101	4523
22	105	4482
23	109	4456
24	113	4407
25	117	4386
26	121	4395
27	127	4439
28	133	4459
29	136	4397
30	139	4370
31	143	4340
32	147	4326
33	155	4403
34	159	4398
35	161	4330
36	167	4367
37	177	4482
38	181	4465
39	185	4448
40	192	4504
41	196	4492
42	204	4545
43	214	4659
44	236	5012
45	243	5057
46	248	5036
47	250	4976
48	253	4922
49	256	4870
50	259	4822
51	260	4750
52	263	4709
53	264	4638
54	268	4611
55	272	4587
56	276	4576
57	279	4544
58	281	4496
59	283	4439
60	288	4434
61	290	4394
62	293	4367
63	298	4361
64	303	4365
65	305	4328
66	309	4307
67	313	4300
68	314	4244
69	320	4254
70	327	4291
71	331	4273
72	335	4265
73	341	4278
74	344	4252
75	347	4226
76	351	4216
77	354	4186
78	358	4173
79	361	4154
80	363	4124
81	367	4114
82	370	4096
83	373	4074
84	377	4061
85	380	4047
86	383	4027
87	387	4017
88	390	3996
89	395	3999
90	403	4031
91	406	4015
92	410	4001
93	412	3978
94	415	3959
95	420	3956
96	424	3952
97	427	3932
98	432	3937
99	436	3932
100	440	3925
101	444	3916
102	448	3905
103	456	3932
104	459	3920
105	465	3922
106	468	3907
107	471	3891
108	472	3864
109	476	3854
110	479	3837
111	483	3830
112	487	3825
113	492	3825
114	496	3820
115	501	3825
116	504	3804
117	507	3795
118	510	3782
119	514	3769
120	516	3752
121	520	3748
122	525	3745
123	529	3742
124	534	3739
125	538	3738
126	543	3733
127	548	3735
128	551	3721
129	556	3721
130	561	3722
131	565	3717
132	570	3715
133	572	3701
134	577	3700
135	580	3689
136	585	3688
137	593	3705
138	596	3693
139	600	3691
140	605	3688
141	608	3678
142	614	3681
143	618	3678
144	624	3684
145	631	3690
146	636	3691
147	641	3693
148	651	3721
149	656	3722
150	662	3724
151	664	3707
152	667	3694
153	671	3687
154	674	3674
155	676	3659
156	680	3654
157	684	3646
158	687	3637
159	690	3625
160	694	3617
161	696	3604
162	701	3604
163	705	3595
164	709	3589
165	712	3582
166	717	3580
167	721	3575
168	725	3568
169	728	3555
170	732	3549
171	736	3546
172	740	3540
173	743	3528
174	747	3523
175	750	3512
176	755	3512
177	760	3511
178	765	3512
179	771	3515
180	774	3506
181	781	3510
182	784	3502
183	788	3497
184	792	3493
185	796	3487
186	800	3480
187	804	3476
188	809	3471
189	812	3464
190	817	3464
191	821	3457
192	827	3459
193	830	3451
194	833	3442
195	837	3434
196	842	3432
197	844	3419
198	848	3414
199	852	3411
200	856	3406
201	860	3397
202	862	3387
203	867	3383
204	870	3373
205	874	3371
206	877	3362
207	882	3360
208	884	3348
209	890	3348
210	896	3353
211	900	3346
212	906	3349
213	912	3351
214	920	3362
215	928	3368
216	933	3367
217	939	3369
218	944	3369
219	951	3374
220	955	3369
221	959	3362
222	961	3351
223	967	3352
224	973	3351
225	975	3342
226	979	3335
227	997	3376
228	1000	3367
229	1003	3360
230	1008	3356
231	1015	3360
232	1022	3365
233	1025	3357
234	1028	3348
235	1034	3348
236	1038	3344
237	1042	3336
238	1045	3330
239	1050	3326
240	1054	3320
241	1057	3313
242	1063	3312
243	1066	3304
244	1071	3300
245	1075	3294
246	1081	3295
247	1092	3312
248	1099	3316
249	1105	3316
250	1110	3314
251	1114	3309
252	1118	3303
253	1123	3299
254	1127	3293
255	1129	3282
256	1132	3273
257	1136	3267
258	1140	3261
259	1146	3262
260	1148	3252
261	1152	3246
262	1157	3242
263	1161	3237
264	1163	3227
265	1165	3216
266	1168	3208
267	1172	3203
268	1179	3204
269	1283	3471
270	1287	3463
271	1290	3454
272	1293	3444
273	1297	3438
274	1300	3428
275	1305	3423
276	1310	3420
277	1314	3413
278	1316	3403
279	1320	3394
280	1324	3389
281	1328	3383
282	1333	3378
283	1337	3372
284	1340	3363
285	1347	3363
286	1349	3353
287	1353	3346
288	1357	3339
289	1362	3335
290	1366	3330
291	1373	3330
292	1377	3324
293	1380	3314
294	1382	3303
295	1390	3307
296	1395	3303
297	1398	3294
298	1400	3284
299	1407	3284
300	1410	3275
301	1414	3269
302	1419	3265
303	1424	3261
304	1428	3255
305	1432	3248
306	1436	3243
307	1439	3235
308	1443	3228
309	1449	3225
310	1452	3217
311	1456	3211
312	1462	3211
313	1466	3202
314	1469	3194
315	1473	3189
316	1478	3184
317	1480	3175
318	1484	3170
319	1489	3165
320	1493	3158
321	1498	3154
322	1502	3149
323	1506	3143
324	1508	3133
325	1511	3125
326	1514	3116
327	1516	3106
328	1520	3100
329	1525	3096
330	1529	3090
331	1532	3083
332	1536	3077
333	1539	3070
334	1543	3064
335	1546	3057
336	1550	3049
337	1554	3044
338	1557	3037
339	1561	3031
340	1565	3024
341	1568	3017
342	1573	3013
343	1577	3008
344	1582	3005
345	1585	2996
346	1588	2989
347	1592	2982
348	1596	2977
349	1599	2969
350	1601	2961
351	1605	2956
352	1608	2948
353	1613	2944
354	1617	2938
355	1620	2931
356	1623	2923
357	1627	2917
358	1630	2910
359	1638	2912
360	1640	2903
361	1642	2895
362	1646	2889
363	1649	2881
364	1651	2873
365	1655	2867
366	1658	2860
367	1660	2851
368	1663	2845
369	1667	2839
370	1671	2834
371	1675	2829
372	1679	2823
373	1684	2818
374	1687	2812
375	1690	2805
376	1697	2804
377	1702	2800
378	1705	2793
379	1706	2785
380	1711	2780
381	1713	2771
382	1717	2766
383	1720	2759
384	1724	2755
385	1727	2748
386	1729	2739
387	1734	2736
388	1739	2732
389	1742	2724
390	1745	2718
391	1750	2714
392	1753	2708
393	1756	2702
394	1759	2694
395	1764	2691
396	1768	2686
397	1771	2679
398	1774	2672
399	1776	2664
400	1780	2659
401	1785	2656
402	1789	2650
403	1794	2646
404	1796	2639
405	1800	2634
406	1802	2626
407	1806	2621
408	1809	2614
409	1813	2609
410	1815	2601
411	1819	2596
412	1822	2590
413	1825	2584
414	1828	2576
415	1831	2571
416	1835	2566
417	1839	2561
418	1843	2556
419	1847	2551
420	1851	2546
421	1854	2540
422	1857	2533
423	1861	2528
424	1865	2523
425	1867	2516
426	1870	2510
427	1873	2504
428	1876	2498
429	1880	2492
430	1884	2487
431	1887	2481
432	1890	2475
433	1892	2468
434	1897	2464
435	1900	2457
436	1904	2453
437	1914	2456
438	1923	2457
439	1926	2452
440	1940	2459
441	1942	2452
442	1946	2447
443	1950	2441
444	1953	2436
445	1956	2429
446	1958	2422
447	1962	2417
448	1964	2410
449	1966	2403
450	1969	2398
451	1975	2395
452	1979	2390
453	1981	2383
454	1985	2378
455	1991	2375
456	1996	2372
457	2000	2367
458	2005	2363
459	2013	2363
460	2016	2357
461	2020	2352
462	2023	2346
463	2028	2342
464	2032	2338
465	2035	2332
466	2038	2326
467	2041	2320
468	2044	2314
469	2051	2312
470	2054	2307
471	2056	2300
472	2061	2296
473	2066	2293
474	2071	2289
475	2076	2285
476	2080	2281
477	2083	2275
478	2088	2272
479	2093	2268
480	2098	2264
481	2102	2259
482	2106	2254
483	2111	2250
484	2114	2244
485	2117	2239
486	2120	2233
487	2124	2229
488	2133	2229
489	2136	2224
490	2144	2222
491	2150	2220
492	2153	2214
493	2157	2209
494	2161	2205
495	2166	2201
496	2168	2195
497	2173	2191
498	2177	2186
