iter	Passed	Remaining
269	1243	3362
270	1247	3356
271	1250	3347
272	1255	3343
273	1259	3338
274	1262	3328
275	1265	3319
276	1269	3312
277	1271	3302
278	1276	3298
279	1279	3291
280	1284	3286
281	1288	3281
282	1295	3281
283	1299	3276
284	1302	3268
285	1306	3261
286	1309	3253
287	1319	3263
288	1323	3255
289	1327	3249
290	1330	3241
291	1332	3231
292	1335	3221
293	1338	3214
294	1341	3207
295	1344	3198
296	1350	3196
297	1352	3186
298	1357	3183
299	1360	3175
300	1364	3169
301	1367	3160
302	1370	3151
303	1372	3141
304	1373	3130
305	1376	3122
306	1380	3116
307	1385	3112
308	1387	3102
309	1390	3094
310	1393	3086
311	1396	3080
312	1400	3074
313	1404	3068
314	1406	3059
315	1409	3050
316	1413	3044
317	1426	3058
318	1433	3060
319	1437	3054
320	1440	3047
321	1443	3040
322	1449	3038
323	1453	3031
324	1457	3026
325	1460	3019
326	1464	3013
327	1466	3005
328	1471	3000
329	1474	2993
330	1478	2988
331	1480	2979
332	1483	2971
333	1489	2970
334	1492	2963
335	1497	2958
336	1500	2951
337	1503	2944
338	1506	2937
339	1510	2931
340	1512	2923
341	1517	2919
342	1523	2919
343	1532	2921
344	1536	2916
345	1540	2912
346	1542	2902
347	1545	2895
348	1550	2892
349	1554	2886
350	1556	2878
351	1572	2894
352	1580	2896
353	1585	2893
354	1589	2887
355	1594	2884
356	1597	2877
357	1604	2877
358	1636	2921
359	1648	2930
360	1658	2936
361	1664	2933
362	1667	2926
363	1671	2919
364	1679	2922
365	1686	2921
366	1689	2914
367	1698	2916
368	1704	2915
369	1714	2919
370	1720	2916
371	1727	2917
372	1731	2911
373	1733	2901
374	1735	2893
375	1744	2894
376	1752	2895
377	1754	2887
378	1763	2889
379	1770	2889
380	1781	2894
381	1786	2890
382	1794	2890
383	1796	2882
384	1802	2879
385	1812	2883
386	1819	2882
387	1829	2886
388	1836	2884
389	1846	2887
390	1851	2884
391	1854	2877
392	1866	2882
393	1880	2892
394	1883	2885
395	1893	2888
396	1900	2886
397	1907	2884
398	1913	2882
399	1917	2875
400	1920	2869
401	1928	2868
402	1933	2863
403	1938	2859
404	1943	2855
405	1947	2848
406	1949	2841
407	1952	2833
408	1955	2825
409	1958	2818
410	1961	2810
411	1963	2802
412	1968	2797
413	1970	2789
414	1974	2782
415	1976	2774
416	1980	2768
417	1983	2762
418	1986	2754
419	1990	2748
420	1995	2744
421	1997	2736
422	2000	2728
423	2005	2724
424	2008	2717
425	2011	2710
426	2017	2707
427	2020	2700
428	2027	2698
429	2037	2700
430	2043	2697
431	2046	2690
432	2050	2684
433	2054	2679
434	2060	2676
435	2071	2679
436	2075	2674
437	2078	2666
438	2081	2659
439	2087	2656
440	2095	2656
441	2098	2649
442	2112	2655
443	2120	2655
444	2128	2654
445	2138	2656
446	2145	2654
447	2149	2648
448	2158	2649
449	2164	2645
450	2177	2650
451	2180	2643
452	2188	2642
453	2195	2639
454	2203	2638
455	2210	2637
456	2214	2630
457	2220	2627
458	2225	2623
459	2230	2618
460	2238	2617
461	2247	2617
462	2251	2611
463	2256	2606
464	2261	2601
465	2265	2595
466	2270	2591
467	2275	2586
468	2278	2579
469	2280	2571
470	2283	2564
471	2286	2557
472	2289	2550
473	2292	2543
474	2297	2539
475	2300	2532
476	2304	2526
477	2306	2519
478	2312	2515
479	2316	2509
480	2321	2504
481	2325	2499
482	2328	2492
483	2334	2488
484	2338	2482
485	2342	2477
486	2346	2471
487	2349	2465
488	2354	2460
489	2359	2455
490	2363	2449
491	2368	2445
492	2372	2439
493	2376	2434
494	2379	2427
495	2381	2420
496	2383	2412
497	2389	2408
498	2392	2402
499	2398	2398
500	2401	2391
501	2404	2385
502	2406	2378
503	2410	2372
504	2414	2366
505	2419	2362
506	2423	2356
507	2427	2350
508	2430	2344
509	2433	2337
510	2438	2333
511	2443	2328
512	2447	2322
513	2451	2317
514	2453	2310
515	2456	2304
516	2461	2299
517	2466	2294
518	2469	2288
519	2473	2283
520	2476	2277
521	2479	2270
522	2483	2265
523	2487	2260
524	2490	2253
525	2499	2252
526	2505	2248
527	2510	2243
528	2515	2239
529	2523	2237
530	2526	2231
531	2539	2234
532	2547	2232
533	2556	2230
534	2566	2230
535	2581	2235
536	2588	2231
537	2591	2225
538	2604	2227
539	2609	2222
540	2618	2221
541	2621	2215
542	2624	2208
543	2716	2277
544	2733	2282
545	2739	2277
546	2753	2280
547	2756	2273
548	2762	2269
549	2769	2266
550	2780	2265
551	2787	2262
552	2794	2258
553	2805	2258
554	2814	2256
555	2818	2250
556	2820	2243
557	2825	2238
558	2830	2233
559	2833	2226
560	2837	2220
561	2840	2213
562	2843	2206
563	2845	2199
564	2847	2192
565	2851	2186
566	2854	2179
567	2863	2177
568	2867	2172
569	2870	2165
570	2873	2158
571	2875	2151
572	2878	2144
573	2882	2138
574	2885	2132
575	2888	2126
576	2893	2120
577	2896	2114
578	2901	2109
579	2904	2103
580	2907	2096
581	2909	2089
582	2916	2086
583	2920	2080
584	2923	2074
585	2926	2067
586	2928	2060
587	2931	2053
588	2935	2048
589	2938	2041
590	2942	2036
591	2946	2030
592	2949	2024
593	2952	2017
594	2955	2012
595	2959	2006
596	2963	2000
597	2966	1993
598	2969	1987
599	2974	1982
600	2978	1977
601	2981	1970
602	2984	1965
603	2992	1961
604	2995	1955
605	3000	1950
606	3004	1945
607	3008	1939
608	3013	1934
609	3016	1928
610	3022	1924
611	3025	1918
612	3029	1912
613	3033	1907
614	3043	1905
615	3095	1929
616	3103	1926
617	3106	1920
618	3111	1915
619	3114	1909
620	3116	1902
621	3121	1897
622	3124	1890
623	3128	1885
624	3132	1879
625	3137	1874
626	3144	1870
627	3149	1865
628	3155	1861
629	3157	1854
630	3163	1849
631	3168	1844
632	3171	1838
633	3174	1832
634	3178	1826
635	3181	1820
636	3187	1816
637	3190	1810
638	3194	1804
639	3198	1799
640	3202	1793
641	3205	1787
642	3208	1781
643	3211	1775
644	3214	1769
645	3218	1763
646	3222	1758
647	3227	1752
648	3229	1746
649	3232	1740
650	3238	1736
651	3242	1730
652	3245	1724
653	3249	1719
654	3254	1714
655	3258	1708
656	3262	1703
657	3265	1697
658	3267	1690
659	3271	1685
660	3275	1679
661	3278	1673
662	3283	1669
663	3287	1663
664	3290	1657
665	3294	1651
666	3299	1647
667	3302	1641
668	3306	1636
669	3309	1630
670	3313	1624
671	3319	1620
672	3322	1614
673	3326	1608
674	3329	1602
675	3331	1596
676	3334	1591
677	3338	1585
678	3341	1579
679	3347	1575
680	3353	1570
681	3359	1566
682	3362	1560
683	3365	1554
684	3368	1549
685	3371	1543
686	3375	1537
687	3377	1531
688	3383	1527
689	3385	1521
690	3388	1515
691	3393	1510
692	3397	1505
693	3402	1500
694	3404	1493
695	3406	1488
696	3409	1482
697	3413	1476
698	3417	1471
699	3421	1466
700	3425	1460
701	3428	1455
702	3430	1449
703	3433	1443
704	3436	1437
705	3439	1432
706	3442	1426
707	3446	1421
708	3449	1415
709	3453	1410
710	3456	1405
711	3459	1399
712	3462	1393
713	3464	1387
714	3469	1382
715	3471	1377
716	3473	1371
717	3477	1365
718	3482	1360
719	3486	1355
720	3490	1350
721	3494	1345
722	3500	1341
723	3504	1335
724	3510	1331
725	3514	1326
726	3518	1321
727	3522	1316
728	3526	1310
729	3530	1305
730	3534	1300
731	3538	1295
732	3544	1291
733	3548	1285
734	3553	1281
735	3557	1276
736	3565	1272
737	3573	1268
738	3577	1263
739	3581	1258
740	3587	1253
741	3591	1248
742	3597	1244
743	3600	1238
744	3603	1233
745	3609	1228
746	3614	1224
747	3617	1218
748	3625	1215
749	3631	1210
750	3637	1206
751	3643	1201
752	3647	1196
753	3650	1190
754	3654	1185
755	3657	1180
756	3660	1175
757	3663	1169
758	3667	1164
759	3670	1158
760	3672	1153
761	3675	1148
762	3679	1142
763	3682	1137
764	3686	1132
765	3690	1127
766	3723	1131
767	3729	1126
768	3736	1122
769	3742	1118
770	3750	1113
771	3756	1109
772	3764	1105
773	3771	1101
774	3778	1096
775	3783	1092
776	3786	1086
777	3791	1081
778	3798	1077
779	3802	1072
780	3805	1067
781	3809	1061
782	3812	1056
783	3815	1051
784	3820	1046
785	3827	1042
786	3831	1036
787	3834	1031
788	3840	1026
789	3842	1021
790	3846	1016
791	3849	1010
792	3852	1005
793	3855	1000
794	3860	995
795	3865	990
796	3870	985
797	3873	980
798	3877	975
799	3882	970
800	3885	965
801	3887	959
802	3891	954
803	3896	949
804	3901	945
805	3905	940
806	3908	934
807	3910	929
808	3914	924
809	3916	918
810	3920	913
811	3922	908
812	3925	902
813	3929	897
814	3932	892
815	3937	887
816	3941	882
817	3944	877
818	3947	872
819	3951	867
820	3954	862
821	3957	857
822	3960	851
823	3963	846
824	3967	841
825	3970	836
826	3972	831
827	3977	826
828	3980	820
829	3982	815
830	3986	810
831	3994	806
832	3997	801
833	4000	796
834	4005	791
835	4009	786
836	4014	781
837	4019	776
838	4022	771
839	4026	767
840	4029	761
841	4032	756
842	4039	752
843	4048	748
844	4052	743
845	4059	738
846	4063	734
847	4068	729
848	4071	724
849	4074	719
850	4079	714
851	4081	709
852	4086	704
853	4088	698
854	4093	694
855	4097	689
856	4103	684
857	4107	679
858	4112	674
859	4117	670
860	4121	665
861	4125	660
862	4128	655
863	4132	650
864	4136	645
865	4141	640
866	4144	635
867	4146	630
868	4148	625
869	4150	620
870	4153	615
871	4157	610
872	4162	605
873	4165	600
874	4170	595
875	4176	591
876	4182	586
877	4185	581
878	4190	576
879	4194	571
880	4197	567
881	4200	562
882	4203	556
883	4207	552
884	4210	547
885	4214	542
886	4217	537
887	4222	532
888	4226	527
889	4229	522
890	4235	518
891	4239	513
892	4241	508
893	4246	503
894	4250	498
895	4252	493
896	4255	488
897	4258	483
898	4263	479
899	4267	474
900	4271	469
901	4275	464
902	4278	459
903	4281	454
904	4287	450
905	4296	445
906	4299	440
907	4302	435
908	4306	431
909	4310	426
910	4314	421
911	4321	416
912	4323	411
913	4329	407
914	4334	402
915	4340	398
916	4343	393
917	4346	388
918	4351	383
919	4355	378
920	4358	373
921	4362	369
922	4365	364
923	4368	359
924	4369	354
925	4373	349
926	4378	344
927	4383	340
928	4385	335
929	4389	330
930	4391	325
931	4396	320
932	4399	315
933	4400	310
934	4403	306
935	4406	301
936	4409	296
937	4414	291
938	4417	286
939	4420	282
940	4423	277
941	4428	272
942	4432	267
943	4436	263
944	4439	258
945	4443	253
946	4447	248
947	4451	244
948	4454	239
949	4458	234
950	4461	229
951	4468	225
952	4471	220
953	4476	215
954	4481	211
955	4486	206
956	4489	201
957	4495	197
958	4502	192
959	4508	187
960	4512	183
961	4515	178
962	4518	173
963	4525	169
964	4529	164
965	4532	159
966	4540	154
967	4546	150
968	4550	145
969	4553	140
970	4556	136
971	4561	131
972	4565	126
973	4571	122
974	4574	117
975	4577	112
976	4581	107
977	4584	103
978	4588	98
979	4592	93
980	4595	89
981	4600	84
982	4603	79
983	4607	74
984	4611	70
985	4618	65
986	4623	60
987	4627	56
988	4631	51
989	4634	46
990	4637	42
991	4641	37
992	4645	32
993	4647	28
994	4651	23
995	4653	18
996	4657	14
997	4669	9
998	4677	4
999	4685	0
