iter	RMSE
197	0.07395352208
198	0.07392084506
199	0.07386317025
200	0.07385558832
201	0.07377055937
202	0.07370006131
203	0.07366227074
204	0.07359303375
205	0.07352143662
206	0.07343660326
207	0.07337583049
208	0.07330541396
209	0.07327881763
210	0.0732383749
211	0.07314109078
212	0.0731054294
213	0.07304015112
214	0.07295854255
215	0.07290920175
216	0.0728441603
217	0.07277893256
218	0.07277065985
219	0.07267957983
220	0.07257587898
221	0.07242368425
222	0.07238324749
223	0.07232342582
224	0.07224912062
225	0.07217138084
226	0.07216284312
227	0.07215914191
228	0.07208614765
229	0.07201109185
230	0.07199619151
231	0.07186028967
232	0.07179283683
233	0.07176405026
234	0.0717537867
235	0.07166102406
236	0.07161831013
237	0.07160757889
238	0.07160377271
239	0.07157119064
240	0.07156279762
241	0.07153461917
242	0.07141967272
243	0.07139765032
244	0.0713279464
245	0.07126253252
246	0.07120261685
247	0.07113674111
248	0.07107868659
249	0.0710647536
250	0.07099458158
251	0.0709864624
252	0.07096375379
253	0.07088655208
254	0.07082352244
255	0.07076627226
256	0.07070911324
257	0.07065949117
258	0.07064557682
259	0.07063927129
260	0.07061823908
261	0.07059740471
262	0.07054258979
263	0.07049389628
264	0.07044089797
265	0.07034770702
266	0.07033406662
267	0.07026845191
268	0.07025343635
269	0.07016157671
270	0.07008809097
271	0.07002494776
272	0.06999646193
273	0.06997929342
274	0.06997712648
275	0.06992551613
276	0.06991923364
277	0.06987563245
278	0.06986958277
279	0.06985601258
280	0.06984240418
281	0.0698368269
282	0.06977138178
283	0.06970292466
284	0.06967395403
285	0.06962144341
286	0.0695081564
287	0.06942087662
288	0.06930078867
289	0.06927585401
290	0.06922286347
291	0.0691459469
292	0.06910458028
293	0.06904051098
294	0.06895289722
295	0.06895131245
296	0.06889680186
297	0.06884973844
298	0.06880962401
299	0.06874461779
300	0.06873944808
301	0.06867412959
302	0.06864648003
303	0.06859831721
304	0.06853361943
305	0.06845478943
306	0.06843198782
307	0.06842916111
308	0.06838797171
309	0.06837815781
310	0.06831292803
311	0.06826886919
312	0.06826666438
313	0.06826583465
314	0.06822523492
315	0.06815187981
316	0.06810245399
317	0.06804505064
318	0.06803754366
319	0.06803034551
320	0.06799573005
321	0.0679101811
322	0.06782417889
323	0.06776373078
324	0.06772513157
325	0.06769805712
326	0.06764462903
327	0.06762235315
328	0.06761123295
329	0.06756664538
330	0.06752391053
331	0.06751720202
332	0.06748868049
333	0.0674871464
334	0.06746388481
335	0.06744889904
336	0.06741001389
337	0.06739707116
338	0.06736636342
339	0.06732138028
340	0.06731426416
341	0.06730937389
342	0.06727358237
343	0.06726368467
344	0.06726143939
345	0.06722172934
346	0.06716250544
347	0.06714891069
348	0.06712128799
349	0.06711896564
350	0.06706990479
351	0.06704007529
352	0.0670083992
353	0.06700450876
354	0.0669567975
355	0.06690337015
356	0.06689269071
357	0.06681533362
358	0.06675766381
359	0.06675331711
360	0.06675019911
361	0.06670864467
362	0.0666805799
363	0.06662356192
364	0.06662008349
365	0.06655380347
366	0.06649201389
367	0.06648931137
368	0.06644760672
369	0.06636614638
370	0.0663641692
371	0.06629442826
372	0.06625148309
373	0.06621564501
374	0.06619842181
375	0.06619587502
376	0.06617061027
377	0.06613427451
378	0.06607698917
379	0.06603998107
380	0.06603691187
381	0.06600914291
382	0.06600643386
383	0.06595858364
384	0.06590272156
385	0.06590214811
386	0.06583864402
387	0.06583025008
388	0.06579386646
389	0.06574678902
390	0.06569391712
391	0.06568538787
392	0.06564248659
393	0.06562277969
394	0.06559339897
395	0.06556262304
396	0.065526831
397	0.06552149966
398	0.06550318224
399	0.0654594375
400	0.06545500146
401	0.06537938472
402	0.06536908765
403	0.06531452098
404	0.06523094016
405	0.06514117683
406	0.06513164144
407	0.06509282986
408	0.06505328319
409	0.06497087195
410	0.06493101717
411	0.06492805878
412	0.06492699772
413	0.06487485178
414	0.06479372538
415	0.06478998187
416	0.06475256483
417	0.06474954436
418	0.06473695829
419	0.06467711495
420	0.064664809
421	0.06462506732
422	0.06461555828
423	0.06455230186
424	0.06451682975
425	0.06445300466
426	0.06445056768
427	0.06443862332
428	0.06437382409
429	0.06432352321
430	0.06429542191
431	0.06423574793
432	0.06421094678
433	0.06418227097
434	0.06416641567
435	0.06412275227
436	0.06408168587
437	0.0640794798
438	0.06403765314
439	0.06399648153
440	0.06394583877
441	0.063937592
442	0.06393423095
443	0.06393130831
444	0.0639148616
445	0.06387606825
446	0.06382534947
447	0.06380037908
448	0.06373649556
449	0.06369695425
450	0.06361046518
451	0.06356061195
452	0.063530467
453	0.06350018545
454	0.06345025073
455	0.06339111536
456	0.06335834814
457	0.06335423568
458	0.06331734426
459	0.0633164661
460	0.06331206217
461	0.06330916647
462	0.06329766073
463	0.06327841359
464	0.06327423784
465	0.06325064537
466	0.06320313579
467	0.06316828665
468	0.06314333639
469	0.06313828769
470	0.06310250312
471	0.06304551669
472	0.06301364824
473	0.06296616098
474	0.06296201263
475	0.06295336922
476	0.06288705283
477	0.06286568778
478	0.06279680014
479	0.06279576356
480	0.06279439679
481	0.06278804042
482	0.06271424956
483	0.06266372096
484	0.0626267603
485	0.062590224
486	0.06256325005
487	0.06253919034
488	0.06251617833
489	0.062514444
490	0.06248054631
491	0.06247186038
492	0.0624700262
493	0.06245079057
494	0.06244949406
495	0.0623962828
496	0.06235191199
497	0.06234500363
498	0.06234231934
499	0.06230733273
500	0.06230292172
501	0.06229958337
502	0.06227218964
503	0.06225740978
504	0.06225208794
505	0.06222496406
506	0.06219805131
507	0.0621678782
508	0.0621659308
509	0.06213295609
510	0.06212853569
511	0.0621250679
512	0.06211039829
513	0.06205537615
514	0.06200561048
515	0.06197501141
516	0.06194132106
517	0.06190089212
518	0.06189549026
519	0.06187340576
520	0.06186710227
521	0.06181493407
522	0.06180043158
523	0.06176340142
524	0.06171881086
525	0.06166475852
526	0.06165930301
527	0.06159871616
528	0.0615894453
529	0.06153952262
530	0.06150988112
531	0.06148947159
532	0.06144365991
533	0.06139987249
534	0.06139690096
535	0.06135151755
536	0.06133407384
537	0.0613309068
538	0.06127009905
539	0.06122805865
540	0.06122575655
541	0.06119410488
542	0.06113358225
543	0.06109277304
544	0.06107708313
545	0.06107485304
546	0.0610388447
547	0.06101918653
548	0.06098182331
549	0.06095368811
550	0.06093727092
551	0.06090376538
552	0.06090044483
553	0.06086242631
554	0.06086070888
555	0.06079349792
556	0.06077994309
557	0.06077475243
558	0.06069805055
559	0.06068653384
560	0.06063546074
561	0.0606222926
562	0.06057302405
563	0.06054809739
564	0.06053700978
565	0.0604709602
566	0.06044400186
567	0.06041195702
568	0.06039279682
569	0.06037725029
570	0.06033652823
571	0.060320485
572	0.06027821047
573	0.06026540501
574	0.06021321053
575	0.06018764236
576	0.06016260239
577	0.06015464867
578	0.06010155618
579	0.0600765922
580	0.06007479155
581	0.06002000013
582	0.06001785482
583	0.06000974226
584	0.06000041565
585	0.0599673253
586	0.05996466922
587	0.0599464776
588	0.05993747326
589	0.05993160646
590	0.05990937389
591	0.05986060276
592	0.05985604648
593	0.05983222861
594	0.05982277653
595	0.05979580731
596	0.0597820349
597	0.05976563032
598	0.05973545085
599	0.05971935164
600	0.05969601553
601	0.05965757642
602	0.05964508121
603	0.05963705277
604	0.059584995
605	0.05957151721
606	0.05953674375
607	0.05950221807
608	0.05949427744
609	0.05947360791
610	0.05943628621
611	0.05940374695
612	0.05938056799
613	0.05937596193
614	0.05935492268
615	0.05933824262
616	0.05930574997
617	0.05927977058
618	0.05922887091
619	0.05922525183
620	0.0592200261
621	0.0591534115
622	0.05912374422
623	0.05909439856
624	0.05907057526
625	0.05901923243
626	0.0589952275
627	0.05896512913
628	0.05896363549
629	0.05893016749
630	0.05887575489
631	0.05884832949
632	0.05884591139
633	0.05882420825
634	0.05882296944
635	0.05880762532
636	0.05876717605
637	0.05874052413
638	0.0587273013
639	0.05870712868
640	0.0586859969
641	0.058645412
642	0.05863826583
643	0.0586137483
644	0.058611827
645	0.05859654282
646	0.05858362377
647	0.05856184116
648	0.05855305267
649	0.0585342083
650	0.05849905882
651	0.05849743487
652	0.05844794457
653	0.05840993863
654	0.05840812241
655	0.0583280444
656	0.05831111974
657	0.05827915536
658	0.05822175104
659	0.05819165829
660	0.05817478375
661	0.0581575748
662	0.05810661004
663	0.05806190679
664	0.05804882025
665	0.058028368
666	0.0580078799
667	0.05797602762
668	0.05797009439
669	0.05793156396
670	0.05791076348
671	0.05789920448
672	0.05786111485
673	0.05783887089
674	0.05783544638
675	0.05783000273
676	0.05778789704
677	0.0577741318
678	0.05770031604
679	0.05764996086
680	0.0576147431
681	0.05759891629
682	0.05756936571
683	0.0575383331
684	0.05749156371
685	0.05745983328
686	0.05743999835
687	0.05741297784
688	0.05739427755
689	0.05739142176
690	0.05736879125
691	0.05735602636
692	0.05733334562
693	0.05728741594
694	0.05728193892
695	0.05726952021
696	0.05723642447
697	0.05722968861
698	0.05720786603
699	0.05718406965
700	0.05713631437
701	0.05708329475
702	0.05705990455
703	0.0570222777
704	0.05699772757
705	0.05697109994
706	0.05695294758
707	0.05694114851
708	0.05692749384
709	0.05690905325
710	0.05685080253
711	0.05681151162
712	0.05680716111
713	0.0567960127
714	0.05675668246
715	0.056744366
716	0.05670825187
717	0.05670307576
718	0.05669046037
719	0.05668723346
720	0.05667124075
721	0.05663747919
722	0.05663721281
723	0.0566362339
724	0.05661618573
725	0.05659291086
726	0.05657275473
727	0.05653366382
728	0.05652502222
729	0.05648358131
730	0.05644808505
731	0.05644603381
732	0.05643157669
733	0.05639839894
734	0.05636297077
735	0.05635463189
736	0.05633310471
737	0.0563313933
738	0.05631260199
739	0.0562959727
740	0.05625168072
741	0.05624963166
742	0.05624919945
743	0.05622402668
744	0.05618542459
745	0.05618275966
746	0.05614289853
747	0.0561162038
748	0.0561062825
749	0.05608733928
750	0.05607283337
751	0.0560475891
752	0.05603689528
753	0.05602179083
754	0.05599570735
755	0.05598720495
756	0.05597471949
757	0.05593958257
758	0.05587723265
759	0.05584945049
760	0.05581492875
761	0.05581145064
762	0.05578105993
763	0.05576573172
764	0.05575814309
765	0.05574998124
766	0.0557256953
767	0.05571890529
768	0.05570708044
769	0.05568696768
770	0.05563272561
771	0.05561730986
772	0.05560221776
773	0.05560092172
774	0.05558371724
775	0.05557019928
776	0.0555681291
777	0.05553859921
778	0.05550442272
779	0.05549690568
780	0.05549368096
781	0.05546941925
782	0.05543431959
783	0.05540736822
784	0.05540401379
785	0.05540363285
786	0.05540007079
787	0.05536444751
788	0.05533835153
789	0.05533295998
790	0.05532572679
791	0.05531555163
792	0.05531497651
793	0.0553038873
794	0.05528734081
795	0.05526935388
796	0.05526641608
797	0.05520818807
798	0.0552044287
799	0.05518356996
800	0.05515787013
801	0.05513077621
802	0.05509289062
803	0.05504315922
804	0.05502318085
805	0.05500163832
806	0.05496057265
807	0.05492321012
808	0.05491594095
809	0.05488293037
810	0.05485568868
811	0.05483372751
812	0.05483127408
813	0.05480903453
814	0.05478475051
815	0.05476664358
816	0.05473979477
817	0.05472909586
818	0.05472323247
819	0.05471639837
820	0.05466173355
821	0.05466035532
822	0.05461469172
823	0.05459372724
824	0.05459275013
825	0.05458861543
826	0.05456407371
827	0.05453779692
828	0.05451217772
829	0.05450090577
830	0.05449543275
831	0.05448459756
832	0.05445585874
833	0.05444483347
834	0.05441629119
835	0.05440762241
836	0.05436637447
837	0.05436000337
838	0.05431004094
839	0.054287564
840	0.05427388279
841	0.05424635476
842	0.05424296087
843	0.05422607715
844	0.05421155368
845	0.05419696845
846	0.05419618827
847	0.05417191835
848	0.05415439044
849	0.05413323403
850	0.05411158869
851	0.05409870731
852	0.05408386978
853	0.05407690246
854	0.0540576148
855	0.05400804653
856	0.05399811741
857	0.05398662382
858	0.05395344611
859	0.05394235007
860	0.05388771502
861	0.0538501561
862	0.05382728372
863	0.05380784609
864	0.053798888
865	0.05378475683
866	0.05378036213
867	0.05376899124
868	0.05374739391
869	0.05371724482
870	0.05371043136
871	0.05370089128
872	0.05368873238
873	0.05368603377
874	0.05366257215
875	0.05364591125
876	0.05364186076
877	0.05360143338
878	0.05357393597
879	0.05353662621
880	0.05351526451
881	0.05348634456
882	0.05346842652
883	0.05346276514
884	0.05345998005
885	0.05344083132
886	0.05343040298
887	0.05341894735
888	0.05339467613
889	0.05336208677
890	0.05333609736
891	0.05331204957
892	0.05330933253
893	0.05330793709
894	0.05327886211
895	0.0532702406
896	0.05325634945
897	0.05323081147
898	0.05322143034
899	0.05321742193
900	0.05319928531
901	0.05319485308
902	0.05317280169
903	0.05314565766
904	0.05311870629
905	0.05309576986
906	0.05308297158
907	0.05307767582
908	0.05306054764
909	0.0530435132
910	0.0530246319
911	0.05301332917
912	0.05301267259
913	0.05299303202
914	0.05295710953
915	0.05294109593
916	0.05291495142
917	0.05289969711
918	0.05289027933
919	0.05285733529
920	0.05285695513
921	0.05283724042
922	0.0528370479
923	0.05283043557
924	0.05282133703
925	0.05280143329
926	0.05278589749
927	0.05277711845
928	0.05274791121
929	0.05272260528
930	0.05267850629
931	0.05265017263
932	0.05262696291
933	0.05258567784
934	0.05258013101
935	0.05254364107
936	0.05253468332
937	0.05251102569
938	0.05247873822
939	0.05246398949
940	0.05244891894
941	0.05243074514
942	0.05241594474
943	0.05238422511
944	0.05235306196
945	0.05235049869
946	0.05234968986
947	0.05233527189
948	0.05230325863
949	0.05229539739
950	0.05227977094
951	0.05223808928
952	0.05222458167
953	0.05218412919
954	0.05214703891
955	0.05214530945
956	0.05213066991
957	0.05212663548
958	0.05212206351
959	0.05210381313
960	0.05207232122
961	0.05205123085
962	0.05202690009
963	0.05201092908
964	0.0519802328
965	0.05196052414
966	0.05195183885
967	0.05192871552
968	0.05192527022
969	0.05192387174
970	0.05190345782
971	0.0518887187
972	0.0518860332
973	0.05183667163
974	0.05182928224
975	0.05182121447
976	0.05180066669
977	0.05176683774
978	0.0517569485
979	0.05171451447
980	0.05168902473
981	0.05168149332
982	0.05168041388
983	0.05163678497
984	0.05162680585
985	0.05161909414
986	0.05159636654
987	0.05158358507
988	0.05156683247
989	0.0515618457
990	0.05151388363
991	0.05151064826
992	0.05149769145
993	0.05147463852
994	0.05146159216
995	0.05144904475
996	0.05143244451
997	0.05140559679
998	0.05137943941
999	0.05137774166
